organism,id,protein_id,go_id,ontology,description,
5530,,KFG82990.1,16020,CC,membrane,
5530,,KFG82990.1,15703,BP,chromate transport,
5530,,KFG82990.1,15109,MF,chromate transmembrane transporter activity,
5530,,KFG82990.1,104,MF,succinate dehydrogenase activity,
5530,,KFG82990.1,46873,MF,metal ion transmembrane transporter activity,
5530,,KFG82990.1,30001,BP,metal ion transport,
5530,,KFG82990.1,6464,BP,cellular protein modification process,
5530,,KFG82990.1,140096,MF,catalytic activity,
5530,,KFG82990.1,55085,BP,transmembrane transport,
5530,,KFG82990.1,5524,MF,ATP binding,
5530,,KFG82990.1,55114,BP,oxidation-reduction process,
5530,,KFG82991.1,16787,MF,hydrolase activity,
5530,,KFG82991.1,6468,BP,protein phosphorylation,
5530,,KFG82991.1,5576,CC,extracellular region,
5530,,KFG82991.1,4674,MF,protein serine/threonine kinase activity,
5530,,KFG82991.1,16021,CC,integral component of membrane,
5530,,KFG82991.1,5524,MF,ATP binding,
5530,,KFG82991.1,55114,BP,oxidation-reduction process,
5530,,KFG82991.1,16491,MF,oxidoreductase activity,
5530,,KFG82992.1,8270,MF,zinc ion binding,
5530,,KFG82992.1,55114,BP,oxidation-reduction process,
5530,,KFG82992.1,16021,CC,integral component of membrane,
5530,,KFG82992.1,16491,MF,oxidoreductase activity,
5530,,KFG82993.1,16491,MF,oxidoreductase activity,
5530,,KFG82993.1,55114,BP,oxidation-reduction process,
5530,,KFG82993.1,5829,CC,cytosol,
5530,,KFG82993.1,19698,BP,D-galacturonate catabolic process,
5530,,KFG82994.1,5524,MF,ATP binding,
5530,,KFG82996.1,981,MF,DNA-binding transcription factor activity,
5530,,KFG82996.1,5887,CC,integral component of plasma membrane,
5530,,KFG82996.1,6357,BP,regulation of transcription by RNA polymerase II,
5530,,KFG82996.1,46873,MF,metal ion transmembrane transporter activity,
5530,,KFG82996.1,6810,BP,transport,
5530,,KFG82996.1,8270,MF,zinc ion binding,
5530,,KFG82996.1,6351,BP,transcription,
5530,,KFG82996.1,5634,CC,nucleus,
5530,,KFG82996.1,3677,MF,DNA binding,
5530,,KFG82997.1,16192,BP,vesicle-mediated transport,
5530,,KFG82997.1,16021,CC,integral component of membrane,
5530,,KFG82997.1,149,MF,SNARE binding,
5530,,KFG82997.1,5484,MF,SNAP receptor activity,
5530,,KFG82997.1,16491,MF,oxidoreductase activity,
5530,,KFG82997.1,31201,CC,SNARE complex,
5530,,KFG82997.1,90174,BP,organelle membrane fusion,
5530,,KFG82997.1,139,CC,Golgi membrane,
5530,,KFG82997.1,16050,BP,vesicle organization,
5530,,KFG82997.1,140056,BP,organelle localization by membrane tethering,
5530,,KFG82997.1,6886,BP,intracellular protein transport,
5530,,KFG82997.1,55114,BP,oxidation-reduction process,
5530,,KFG83000.1,4252,MF,serine-type endopeptidase activity,
5530,,KFG83000.1,6508,BP,proteolysis,
5530,,KFG83000.1,5576,CC,extracellular region,
5530,,KFG83000.1,16021,CC,integral component of membrane,
5530,,KFG83002.1,4672,MF,protein kinase activity,
5530,,KFG83002.1,6468,BP,protein phosphorylation,
5530,,KFG83002.1,5634,CC,nucleus,
5530,,KFG83002.1,5524,MF,ATP binding,
5530,,KFG83002.1,16021,CC,integral component of membrane,
5530,,KFG83002.1,6351,BP,transcription,
5530,,KFG83002.1,8270,MF,zinc ion binding,
5530,,KFG83002.1,22857,MF,transmembrane transporter activity,
5530,,KFG83002.1,55085,BP,transmembrane transport,
5530,,KFG83002.1,3677,MF,DNA binding,
5530,,KFG83003.1,30246,MF,carbohydrate binding,
5530,,KFG83003.1,90305,BP,nucleic acid phosphodiester bond hydrolysis,
5530,,KFG83003.1,16021,CC,integral component of membrane,
5530,,KFG83003.1,4527,MF,exonuclease activity,
5530,,KFG83003.1,4519,MF,endonuclease activity,
5530,,KFG83008.1,90729,MF,toxin activity,
5530,,KFG83008.1,5615,CC,extracellular space,
5530,,KFG83008.1,9405,BP,pathogenesis,
5530,,KFG83009.1,5887,CC,integral component of plasma membrane,
5530,,KFG83009.1,55085,BP,transmembrane transport,
5530,,KFG83009.1,71949,MF,FAD binding,
5530,,KFG83009.1,16491,MF,oxidoreductase activity,
5530,,KFG83009.1,55114,BP,oxidation-reduction process,
5530,,KFG83010.1,981,MF,DNA-binding transcription factor activity,
5530,,KFG83010.1,6357,BP,regulation of transcription by RNA polymerase II,
5530,,KFG83010.1,5634,CC,nucleus,
5530,,KFG83010.1,8270,MF,zinc ion binding,
5530,,KFG83011.1,16757,MF,transferase activity,
5530,,KFG83012.1,155,MF,phosphorelay sensor kinase activity,
5530,,KFG83012.1,23014,BP,signal transduction by protein phosphorylation,
5530,,KFG83012.1,160,BP,phosphorelay signal transduction system,
5530,,KFG83012.1,50660,MF,flavin adenine dinucleotide binding,
5530,,KFG83012.1,16491,MF,oxidoreductase activity,
5530,,KFG83012.1,16209,MF,antioxidant activity,
5530,,KFG83012.1,20037,MF,heme binding,
5530,,KFG83012.1,55114,BP,oxidation-reduction process,
5530,,KFG83012.1,5524,MF,ATP binding,
5530,,KFG83012.1,6355,BP,regulation of transcription,
5530,,KFG83012.1,46872,MF,metal ion binding,
5530,,KFG83012.1,9584,BP,detection of visible light,
5530,,KFG83012.1,6979,BP,response to oxidative stress,
5530,,KFG83012.1,98869,BP,cellular oxidant detoxification,
5530,,KFG83012.1,18298,BP,protein-chromophore linkage,
5530,,KFG83012.1,18106,BP,peptidyl-histidine phosphorylation,
5530,,KFG83013.1,16705,MF,oxidoreductase activity,
5530,,KFG83013.1,55114,BP,oxidation-reduction process,
5530,,KFG83013.1,16021,CC,integral component of membrane,
5530,,KFG83013.1,5506,MF,iron ion binding,
5530,,KFG83013.1,20037,MF,heme binding,
5530,,KFG83013.1,72339,BP,cellular lactam biosynthetic process,
5530,,KFG83013.1,31226,CC,intrinsic component of plasma membrane,
5530,,KFG83013.1,42316,BP,penicillin metabolic process,
5530,,KFG83013.1,5634,CC,nucleus,
5530,,KFG83013.1,17000,BP,antibiotic biosynthetic process,
5530,,KFG83013.1,10124,BP,phenylacetate catabolic process,
5530,,KFG83013.1,4497,MF,monooxygenase activity,
5530,,KFG83013.1,981,MF,DNA-binding transcription factor activity,
5530,,KFG83013.1,50660,MF,flavin adenine dinucleotide binding,
5530,,KFG83013.1,16614,MF,oxidoreductase activity,
5530,,KFG83013.1,8270,MF,zinc ion binding,
5530,,KFG83013.1,44550,BP,secondary metabolite biosynthetic process,
5530,,KFG83013.1,3677,MF,DNA binding,
5530,,KFG83013.1,6357,BP,regulation of transcription by RNA polymerase II,
5530,,KFG83013.1,72330,BP,monocarboxylic acid biosynthetic process,
5530,,KFG83013.1,1901362,BP,organic cyclic compound biosynthetic process,
5530,,KFG83013.1,44272,BP,sulfur compound biosynthetic process,
5530,,KFG83013.1,16070,BP,RNA metabolic process,
5530,,KFG83013.1,19438,BP,aromatic compound biosynthetic process,
5530,,KFG83013.1,55085,BP,transmembrane transport,
5530,,KFG83013.1,34645,BP,cellular macromolecule biosynthetic process,
5530,,KFG83013.1,10467,BP,gene expression,
5530,,KFG83013.1,1901566,BP,organonitrogen compound biosynthetic process,
5530,,KFG83015.1,5085,MF,guanyl-nucleotide exchange factor activity,
5530,,KFG83015.1,55114,BP,oxidation-reduction process,
5530,,KFG83015.1,32266,MF,phosphatidylinositol-3-phosphate binding,
5530,,KFG83015.1,16705,MF,oxidoreductase activity,
5530,,KFG83015.1,5506,MF,iron ion binding,
5530,,KFG83015.1,20037,MF,heme binding,
5530,,KFG83015.1,3676,MF,nucleic acid binding,
5530,,KFG83016.1,6493,BP,protein O-linked glycosylation,
5530,,KFG83016.1,30,MF,mannosyltransferase activity,
5530,,KFG83016.1,16021,CC,integral component of membrane,
5530,,KFG83016.1,97502,BP,mannosylation,
5530,,KFG83016.1,97582,CC,dolichyl-phosphate-mannose-protein mannosyltransferase Pmt1p-Pmt2p dimer complex,
5530,,KFG83016.1,31505,BP,fungal-type cell wall organization,
5530,,KFG83017.1,6396,BP,RNA processing,
5530,,KFG83017.1,3723,MF,RNA binding,
5530,,KFG83017.1,5686,CC,U2 snRNP,
5530,,KFG83017.1,32266,MF,phosphatidylinositol-3-phosphate binding,
5530,,KFG83017.1,71004,CC,U2-type prespliceosome,
5530,,KFG83017.1,71013,CC,catalytic step 2 spliceosome,
5530,,KFG83017.1,16021,CC,integral component of membrane,
5530,,KFG83018.1,32266,MF,phosphatidylinositol-3-phosphate binding,
5530,,KFG83018.1,6396,BP,RNA processing,
5530,,KFG83018.1,31902,CC,late endosome membrane,
5530,,KFG83018.1,5686,CC,U2 snRNP,
5530,,KFG83018.1,139,CC,Golgi membrane,
5530,,KFG83018.1,3723,MF,RNA binding,
5530,,KFG83018.1,15031,BP,protein transport,
5530,,KFG83018.1,46983,MF,protein dimerization activity,
5530,,KFG83018.1,16021,CC,integral component of membrane,
5530,,KFG83019.1,16787,MF,hydrolase activity,
5530,,KFG83019.1,16021,CC,integral component of membrane,
5530,,KFG83019.1,6508,BP,proteolysis,
5530,,KFG83019.1,6351,BP,transcription,
5530,,KFG83019.1,8061,MF,chitin binding,
5530,,KFG83019.1,5634,CC,nucleus,
5530,,KFG83019.1,140096,MF,catalytic activity,
5530,,KFG83019.1,8270,MF,zinc ion binding,
5530,,KFG83019.1,3677,MF,DNA binding,
5530,,KFG83020.1,5887,CC,integral component of plasma membrane,
5530,,KFG83020.1,55085,BP,transmembrane transport,
5530,,KFG83020.1,3676,MF,nucleic acid binding,
5530,,KFG83020.1,71627,CC,integral component of fungal-type vacuolar membrane,
5530,,KFG83021.1,16787,MF,hydrolase activity,
5530,,KFG83021.1,55114,BP,oxidation-reduction process,
5530,,KFG83021.1,3995,MF,acyl-CoA dehydrogenase activity,
5530,,KFG83021.1,50660,MF,flavin adenine dinucleotide binding,
5530,,KFG83022.1,51213,MF,dioxygenase activity,
5530,,KFG83022.1,55114,BP,oxidation-reduction process,
5530,,KFG83022.1,5737,CC,cytoplasm,
5530,,KFG83022.1,44273,BP,sulfur compound catabolic process,
5530,,KFG83022.1,6012,BP,galactose metabolic process,
5530,,KFG83022.1,16021,CC,integral component of membrane,
5530,,KFG83022.1,16705,MF,oxidoreductase activity,
5530,,KFG83022.1,4576,MF,oligosaccharyl transferase activity,
5530,,KFG83022.1,46835,BP,carbohydrate phosphorylation,
5530,,KFG83022.1,4335,MF,galactokinase activity,
5530,,KFG83022.1,6486,BP,protein glycosylation,
5530,,KFG83022.1,5534,MF,galactose binding,
5530,,KFG83022.1,8484,MF,sulfuric ester hydrolase activity,
5530,,KFG83022.1,5524,MF,ATP binding,
5530,,KFG83023.1,51213,MF,dioxygenase activity,
5530,,KFG83023.1,55114,BP,oxidation-reduction process,
5530,,KFG83023.1,5507,MF,copper ion binding,
5530,,KFG83024.1,8080,MF,N-acetyltransferase activity,
5530,,KFG83025.1,5524,MF,ATP binding,
5530,,KFG83027.1,4356,MF,glutamate-ammonia ligase activity,
5530,,KFG83027.1,6807,BP,nitrogen compound metabolic process,
5530,,KFG83027.1,16787,MF,hydrolase activity,
5530,,KFG83027.1,16301,MF,kinase activity,
5530,,KFG83027.1,46394,BP,carboxylic acid biosynthetic process,
5530,,KFG83027.1,5515,MF,protein binding,
5530,,KFG83027.1,16310,BP,phosphorylation,
5530,,KFG83027.1,44238,BP,primary metabolic process,
5530,,KFG83027.1,6974,BP,cellular response to DNA damage stimulus,
5530,,KFG83027.1,1901575,BP,organic substance catabolic process,
5530,,KFG83027.1,6725,BP,cellular aromatic compound metabolic process,
5530,,KFG83027.1,46483,BP,heterocycle metabolic process,
5530,,KFG83027.1,1901360,BP,organic cyclic compound metabolic process,
5530,,KFG83027.1,44260,BP,cellular macromolecule metabolic process,
5530,,KFG83029.1,16021,CC,integral component of membrane,
5530,,KFG83029.1,9116,BP,nucleoside metabolic process,
5530,,KFG83029.1,30983,MF,mismatched DNA binding,
5530,,KFG83029.1,981,MF,DNA-binding transcription factor activity,
5530,,KFG83029.1,6298,BP,mismatch repair,
5530,,KFG83029.1,71949,MF,FAD binding,
5530,,KFG83029.1,43531,MF,ADP binding,
5530,,KFG83029.1,5634,CC,nucleus,
5530,,KFG83029.1,6357,BP,regulation of transcription by RNA polymerase II,
5530,,KFG83029.1,8270,MF,zinc ion binding,
5530,,KFG83029.1,5524,MF,ATP binding,
5530,,KFG83029.1,3824,MF,catalytic activity,
5530,,KFG83030.1,4065,MF,arylsulfatase activity,
5530,,KFG83030.1,18958,BP,phenol-containing compound metabolic process,
5530,,KFG83030.1,5634,CC,nucleus,
5530,,KFG83030.1,5887,CC,integral component of plasma membrane,
5530,,KFG83030.1,8449,MF,N-acetylglucosamine-6-sulfatase activity,
5530,,KFG83030.1,5539,MF,glycosaminoglycan binding,
5530,,KFG83030.1,4843,MF,thiol-dependent ubiquitin-specific protease activity,
5530,,KFG83030.1,6351,BP,transcription,
5530,,KFG83030.1,8270,MF,zinc ion binding,
5530,,KFG83030.1,6511,BP,ubiquitin-dependent protein catabolic process,
5530,,KFG83030.1,981,MF,DNA-binding transcription factor activity,
5530,,KFG83030.1,4601,MF,peroxidase activity,
5530,,KFG83030.1,3677,MF,DNA binding,
5530,,KFG83030.1,6357,BP,regulation of transcription by RNA polymerase II,
5530,,KFG83030.1,98869,BP,cellular oxidant detoxification,
5530,,KFG83030.1,30203,BP,glycosaminoglycan metabolic process,
5530,,KFG83030.1,55085,BP,transmembrane transport,
5530,,KFG83031.1,6672,BP,ceramide metabolic process,
5530,,KFG83031.1,16811,MF,hydrolase activity,
5530,,KFG83031.1,16021,CC,integral component of membrane,
5530,,KFG83031.1,16740,MF,transferase activity,
5530,,KFG83032.1,9116,BP,nucleoside metabolic process,
5530,,KFG83032.1,43531,MF,ADP binding,
5530,,KFG83032.1,16021,CC,integral component of membrane,
5530,,KFG83032.1,16592,CC,mediator complex,
5530,,KFG83032.1,3824,MF,catalytic activity,
5530,,KFG83032.1,42802,MF,identical protein binding,
5530,,KFG83032.1,6508,BP,proteolysis,
5530,,KFG83032.1,1903506,BP,regulation of nucleic acid-templated transcription,
5530,,KFG83032.1,3712,MF,transcription coregulator activity,
5530,,KFG83033.1,5388,MF,calcium transmembrane transporter activity,
5530,,KFG83033.1,70588,BP,calcium ion transmembrane transport,
5530,,KFG83033.1,16021,CC,integral component of membrane,
5530,,KFG83033.1,71628,CC,intrinsic component of fungal-type vacuolar membrane,
5530,,KFG83033.1,6874,BP,cellular calcium ion homeostasis,
5530,,KFG83033.1,5524,MF,ATP binding,
5530,,KFG83033.1,6468,BP,protein phosphorylation,
5530,,KFG83033.1,4672,MF,protein kinase activity,
5530,,KFG83033.1,16787,MF,hydrolase activity,
5530,,KFG83033.1,16491,MF,oxidoreductase activity,
5530,,KFG83033.1,55114,BP,oxidation-reduction process,
5530,,KFG83034.1,15369,MF,calcium:proton antiporter activity,
5530,,KFG83034.1,70588,BP,calcium ion transmembrane transport,
5530,,KFG83034.1,5774,CC,vacuolar membrane,
5530,,KFG83034.1,6874,BP,cellular calcium ion homeostasis,
5530,,KFG83034.1,16021,CC,integral component of membrane,
5530,,KFG83034.1,15386,MF,potassium:proton antiporter activity,
5530,,KFG83034.1,324,CC,fungal-type vacuole,
5530,,KFG83034.1,5096,MF,GTPase activator activity,
5530,,KFG83034.1,71805,BP,potassium ion transmembrane transport,
5530,,KFG83034.1,43547,BP,positive regulation of GTPase activity,
5530,,KFG83034.1,98656,BP,anion transmembrane transport,
5530,,KFG83034.1,35556,BP,intracellular signal transduction,
5530,,KFG83035.1,55085,BP,transmembrane transport,
5530,,KFG83035.1,15369,MF,calcium:proton antiporter activity,
5530,,KFG83035.1,5774,CC,vacuolar membrane,
5530,,KFG83035.1,16021,CC,integral component of membrane,
5530,,KFG83035.1,6816,BP,calcium ion transport,
5530,,KFG83036.1,15369,MF,calcium:proton antiporter activity,
5530,,KFG83036.1,70588,BP,calcium ion transmembrane transport,
5530,,KFG83036.1,5774,CC,vacuolar membrane,
5530,,KFG83036.1,6874,BP,cellular calcium ion homeostasis,
5530,,KFG83036.1,16021,CC,integral component of membrane,
5530,,KFG83036.1,15386,MF,potassium:proton antiporter activity,
5530,,KFG83036.1,324,CC,fungal-type vacuole,
5530,,KFG83036.1,4418,MF,hydroxymethylbilane synthase activity,
5530,,KFG83036.1,71805,BP,potassium ion transmembrane transport,
5530,,KFG83036.1,98656,BP,anion transmembrane transport,
5530,,KFG83036.1,3723,MF,RNA binding,
5530,,KFG83036.1,33014,BP,tetrapyrrole biosynthetic process,
5530,,KFG83037.1,8168,MF,methyltransferase activity,
5530,,KFG83037.1,32259,BP,methylation,
5530,,KFG83037.1,31251,CC,PAN complex,
5530,,KFG83037.1,289,BP,nuclear-transcribed mRNA poly(A) tail shortening,
5530,,KFG83037.1,4535,MF,poly(A)-specific ribonuclease activity,
5530,,KFG83037.1,90503,BP,RNA phosphodiester bond hydrolysis,
5530,,KFG83037.1,6397,BP,mRNA processing,
5530,,KFG83037.1,16021,CC,integral component of membrane,
5530,,KFG83037.1,4418,MF,hydroxymethylbilane synthase activity,
5530,,KFG83037.1,46872,MF,metal ion binding,
5530,,KFG83037.1,18160,BP,peptidyl-pyrromethane cofactor linkage,
5530,,KFG83037.1,3676,MF,nucleic acid binding,
5530,,KFG83037.1,46912,MF,transferase activity,
5530,,KFG83037.1,33014,BP,tetrapyrrole biosynthetic process,
5530,,KFG83037.1,16114,BP,terpenoid biosynthetic process,
5530,,KFG83037.1,19752,BP,carboxylic acid metabolic process,
5530,,KFG83038.1,16787,MF,hydrolase activity,
5530,,KFG83038.1,6749,BP,glutathione metabolic process,
5530,,KFG83038.1,5829,CC,cytosol,
5530,,KFG83038.1,22857,MF,transmembrane transporter activity,
5530,,KFG83038.1,8643,BP,carbohydrate transport,
5530,,KFG83038.1,16021,CC,integral component of membrane,
5530,,KFG83038.1,55085,BP,transmembrane transport,
5530,,KFG83039.1,16740,MF,transferase activity,
5530,,KFG83039.1,16559,BP,peroxisome fission,
5530,,KFG83039.1,5779,CC,integral component of peroxisomal membrane,
5530,,KFG83039.1,4185,MF,serine-type carboxypeptidase activity,
5530,,KFG83039.1,6508,BP,proteolysis,
5530,,KFG83040.1,8986,MF,pyruvate,
5530,,KFG83040.1,6090,BP,pyruvate metabolic process,
5530,,KFG83040.1,16021,CC,integral component of membrane,
5530,,KFG83040.1,16310,BP,phosphorylation,
5530,,KFG83040.1,5524,MF,ATP binding,
5530,,KFG83040.1,6094,BP,gluconeogenesis,
5530,,KFG83040.1,46872,MF,metal ion binding,
5530,,KFG83040.1,16616,MF,oxidoreductase activity,
5530,,KFG83040.1,55114,BP,oxidation-reduction process,
5530,,KFG83040.1,31177,MF,phosphopantetheine binding,
5530,,KFG83040.1,16874,MF,ligase activity,
5530,,KFG83041.1,16616,MF,oxidoreductase activity,
5530,,KFG83041.1,5975,BP,carbohydrate metabolic process,
5530,,KFG83041.1,16021,CC,integral component of membrane,
5530,,KFG83041.1,19752,BP,carboxylic acid metabolic process,
5530,,KFG83041.1,5737,CC,cytoplasm,
5530,,KFG83041.1,4457,MF,lactate dehydrogenase activity,
5530,,KFG83041.1,55114,BP,oxidation-reduction process,
5530,,KFG83041.1,16615,MF,malate dehydrogenase activity,
5530,,KFG83041.1,8986,MF,pyruvate,
5530,,KFG83041.1,6757,BP,ATP generation from ADP,
5530,,KFG83041.1,5524,MF,ATP binding,
5530,,KFG83041.1,5507,MF,copper ion binding,
5530,,KFG83041.1,4672,MF,protein kinase activity,
5530,,KFG83041.1,1901575,BP,organic substance catabolic process,
5530,,KFG83041.1,9438,BP,methylglyoxal metabolic process,
5530,,KFG83041.1,6468,BP,protein phosphorylation,
5530,,KFG83042.1,16705,MF,oxidoreductase activity,
5530,,KFG83042.1,55114,BP,oxidation-reduction process,
5530,,KFG83042.1,16021,CC,integral component of membrane,
5530,,KFG83042.1,5506,MF,iron ion binding,
5530,,KFG83042.1,4497,MF,monooxygenase activity,
5530,,KFG83042.1,6357,BP,regulation of transcription by RNA polymerase II,
5530,,KFG83042.1,20037,MF,heme binding,
5530,,KFG83042.1,6351,BP,transcription,
5530,,KFG83042.1,32259,BP,methylation,
5530,,KFG83042.1,5634,CC,nucleus,
5530,,KFG83042.1,981,MF,DNA-binding transcription factor activity,
5530,,KFG83042.1,8168,MF,methyltransferase activity,
5530,,KFG83042.1,8270,MF,zinc ion binding,
5530,,KFG83042.1,3677,MF,DNA binding,
5530,,KFG83042.1,3743,MF,translation initiation factor activity,
5530,,KFG83042.1,6413,BP,translational initiation,
5530,,KFG83043.1,8168,MF,methyltransferase activity,
5530,,KFG83043.1,32259,BP,methylation,
5530,,KFG83043.1,5737,CC,cytoplasm,
5530,,KFG83043.1,9102,BP,biotin biosynthetic process,
5530,,KFG83043.1,8213,BP,protein alkylation,
5530,,KFG83043.1,3723,MF,RNA binding,
5530,,KFG83043.1,140096,MF,catalytic activity,
