id,protein_id,go_id,ontology,description,,,,
,KID66558.1,42128,BP,nitrate assimilation,,,,
,KID66558.1,16857,MF,racemase and epimerase activity,,,,
,KID66558.1,15291,MF,secondary active transmembrane transporter activity,,,,
,KID66558.1,55085,BP,transmembrane transport,,,,
,KID66558.1,22853,MF,active ion transmembrane transporter activity,,,,
,KID66559.1,4488,MF,methylenetetrahydrofolate dehydrogenase (NADP+) activity,,,,
,KID66559.1,55114,BP,oxidation-reduction process,,,,
,KID66559.1,5829,CC,cytosol,,,,
,KID66559.1,9113,BP,purine nucleobase biosynthetic process,,,,
,KID66559.1,4487,MF,methylenetetrahydrofolate dehydrogenase (NAD+) activity,,,,
,KID66559.1,16787,MF,hydrolase activity,,,,
,KID66559.1,4486,MF,methylenetetrahydrofolate dehydrogenase [NAD(P)+] activity,,,,
,KID66560.1,4478,MF,methionine adenosyltransferase activity,,,,
,KID66560.1,6556,BP,S-adenosylmethionine biosynthetic process,,,,
,KID66560.1,16021,CC,integral component of membrane,,,,
,KID66560.1,3682,MF,chromatin binding,,,,
,KID66560.1,5524,MF,ATP binding,,,,
,KID66560.1,10468,BP,regulation of gene expression,,,,
,KID66560.1,16746,MF,transferase activity,,,,
,KID66561.1,16021,CC,integral component of membrane,,,,
,KID66562.1,5525,MF,GTP binding,,,,
,KID66562.1,7064,BP,mitotic sister chromatid cohesion,,,,
,KID66562.1,5623,CC,cell,,,,
,KID66562.1,6606,BP,protein import into nucleus,,,,
,KID66562.1,16787,MF,hydrolase activity,,,,
,KID66562.1,5524,MF,ATP binding,,,,
,KID66563.1,4478,MF,methionine adenosyltransferase activity,,,,
,KID66563.1,6556,BP,S-adenosylmethionine biosynthetic process,,,,
,KID66563.1,5829,CC,cytosol,,,,
,KID66563.1,6730,BP,one-carbon metabolic process,,,,
,KID66563.1,5524,MF,ATP binding,,,,
,KID66563.1,46872,MF,metal ion binding,,,,
,KID66563.1,6555,BP,methionine metabolic process,,,,
,KID66565.1,8081,MF,phosphoric diester hydrolase activity,,,,
,KID66565.1,6629,BP,lipid metabolic process,,,,
,KID66565.1,16021,CC,integral component of membrane,,,,
,KID66566.1,70628,MF,proteasome binding,,,,
,KID66566.1,16310,BP,phosphorylation,,,,
,KID66566.1,16301,MF,kinase activity,,,,
,KID66566.1,43248,BP,proteasome assembly,,,,
,KID66567.1,16853,MF,isomerase activity,,,,
,KID66567.1,45329,BP,carnitine biosynthetic process,,,,
,KID66567.1,5634,CC,nucleus,,,,
,KID66567.1,46872,MF,metal ion binding,,,,
,KID66567.1,19166,MF,trans-2-enoyl-CoA reductase (NADPH) activity,,,,
,KID66567.1,50353,MF,trimethyllysine dioxygenase activity,,,,
,KID66567.1,6357,BP,regulation of transcription by RNA polymerase II,,,,
,KID66567.1,981,MF,DNA-binding transcription factor activity,,,,
,KID66567.1,30001,BP,metal ion transport,,,,
,KID66567.1,55114,BP,oxidation-reduction process,,,,
,KID66567.1,16021,CC,integral component of membrane,,,,
,KID66567.1,98655,BP,cation transmembrane transport,,,,
,KID66567.1,19829,MF,ATPase-coupled cation transmembrane transporter activity,,,,
,KID66567.1,166,MF,nucleotide binding,,,,
,KID66568.1,46872,MF,metal ion binding,,,,
,KID66568.1,7021,BP,tubulin complex assembly,,,,
,KID66568.1,5789,CC,endoplasmic reticulum membrane,,,,
,KID66568.1,7023,BP,post-chaperonin tubulin folding pathway,,,,
,KID66568.1,43014,MF,alpha-tubulin binding,,,,
,KID66568.1,226,BP,microtubule cytoskeleton organization,,,,
,KID66568.1,18279,BP,protein N-linked glycosylation via asparagine,,,,
,KID66568.1,4576,MF,oligosaccharyl transferase activity,,,,
,KID66568.1,16853,MF,isomerase activity,,,,
,KID66568.1,16021,CC,integral component of membrane,,,,
,KID66569.1,3676,MF,nucleic acid binding,,,,
,KID66569.1,16021,CC,integral component of membrane,,,,
,KID66570.1,45503,MF,dynein light chain binding,,,,
,KID66570.1,2000580,BP,regulation of ATP-dependent microtubule motor activity,,,,
,KID66570.1,5868,CC,cytoplasmic dynein complex,,,,
,KID66570.1,45504,MF,dynein heavy chain binding,,,,
,KID66570.1,2000576,BP,positive regulation of microtubule motor activity,,,,
,KID66570.1,8574,MF,ATP-dependent microtubule motor activity,,,,
,KID66570.1,32781,BP,positive regulation of ATPase activity,,,,
,KID66570.1,7018,BP,microtubule-based movement,,,,
,KID66570.1,3723,MF,RNA binding,,,,
,KID66570.1,5737,CC,cytoplasm,,,,
,KID66571.1,276,CC,mitochondrial proton-transporting ATP synthase complex,,,,
,KID66571.1,15985,BP,energy coupled proton transport,,,,
,KID66571.1,15078,MF,proton transmembrane transporter activity,,,,
,KID66571.1,6754,BP,ATP biosynthetic process,,,,
,KID66571.1,4576,MF,oligosaccharyl transferase activity,,,,
,KID66571.1,16787,MF,hydrolase activity,,,,
,KID66571.1,16021,CC,integral component of membrane,,,,
,KID66571.1,6486,BP,protein glycosylation,,,,
,KID66572.1,4576,MF,oligosaccharyl transferase activity,,,,
,KID66572.1,6486,BP,protein glycosylation,,,,
,KID66572.1,16021,CC,integral component of membrane,,,,
,KID66572.1,276,CC,mitochondrial proton-transporting ATP synthase complex,,,,
,KID66572.1,15078,MF,proton transmembrane transporter activity,,,,
,KID66572.1,8233,MF,peptidase activity,,,,
,KID66572.1,5787,CC,signal peptidase complex,,,,
,KID66572.1,18196,BP,peptidyl-asparagine modification,,,,
,KID66572.1,15985,BP,energy coupled proton transport,,,,
,KID66572.1,6754,BP,ATP biosynthetic process,,,,
,KID66572.1,43687,BP,post-translational protein modification,,,,
,KID66572.1,6465,BP,signal peptide processing,,,,
,KID66574.1,4672,MF,protein kinase activity,,,,
,KID66574.1,6468,BP,protein phosphorylation,,,,
,KID66574.1,5524,MF,ATP binding,,,,
,KID66575.1,4672,MF,protein kinase activity,,,,
,KID66575.1,6468,BP,protein phosphorylation,,,,
,KID66575.1,5737,CC,cytoplasm,,,,
,KID66575.1,16021,CC,integral component of membrane,,,,
,KID66575.1,5524,MF,ATP binding,,,,
,KID66575.1,32147,BP,activation of protein kinase activity,,,,
,KID66575.1,7165,BP,signal transduction,,,,
,KID66576.1,4721,MF,phosphoprotein phosphatase activity,,,,
,KID66576.1,6470,BP,protein dephosphorylation,,,,
,KID66576.1,32040,CC,small-subunit processome,,,,
,KID66576.1,5739,CC,mitochondrion,,,,
,KID66576.1,46872,MF,metal ion binding,,,,
,KID66576.1,16021,CC,integral component of membrane,,,,
,KID66577.1,32040,CC,small-subunit processome,,,,
,KID66578.1,16021,CC,integral component of membrane,,,,
,KID66578.1,16813,MF,hydrolase activity,,,,
,KID66578.1,6468,BP,protein phosphorylation,,,,
,KID66578.1,20037,MF,heme binding,,,,
,KID66578.1,32040,CC,small-subunit processome,,,,
,KID66578.1,4672,MF,protein kinase activity,,,,
,KID66578.1,55114,BP,oxidation-reduction process,,,,
,KID66578.1,43167,MF,ion binding,,,,
,KID66578.1,16491,MF,oxidoreductase activity,,,,
,KID66578.1,32559,MF,adenyl ribonucleotide binding,,,,
,KID66578.1,8144,MF,drug binding,,,,
,KID66580.1,139,CC,Golgi membrane,,,,
,KID66580.1,9306,BP,protein secretion,,,,
,KID66580.1,16192,BP,vesicle-mediated transport,,,,
,KID66580.1,16021,CC,integral component of membrane,,,,
,KID66580.1,31300,CC,intrinsic component of organelle membrane,,,,
,KID66581.1,16829,MF,lyase activity,,,,
,KID66581.1,6107,BP,oxaloacetate metabolic process,,,,
,KID66581.1,46872,MF,metal ion binding,,,,
,KID66583.1,3723,MF,RNA binding,,,,
,KID66583.1,32259,BP,methylation,,,,
,KID66583.1,16021,CC,integral component of membrane,,,,
,KID66583.1,8168,MF,methyltransferase activity,,,,
,KID66584.1,61928,MF,glutathione specific gamma-glutamylcyclotransferase activity,,,,
,KID66584.1,6751,BP,glutathione catabolic process,,,,
,KID66584.1,5737,CC,cytoplasm,,,,
,KID66584.1,3839,MF,gamma-glutamylcyclotransferase activity,,,,
,KID66584.1,16021,CC,integral component of membrane,,,,
,KID66584.1,16740,MF,transferase activity,,,,
,KID66585.1,5509,MF,calcium ion binding,,,,
,KID66585.1,1172,BP,transcription,,,,
,KID66585.1,16021,CC,integral component of membrane,,,,
,KID66585.1,3968,MF,RNA-directed 5'-3' RNA polymerase activity,,,,
,KID66588.1,4386,MF,helicase activity,,,,
,KID66588.1,5524,MF,ATP binding,,,,
,KID66588.1,3676,MF,nucleic acid binding,,,,
,KID66589.1,4386,MF,helicase activity,,,,
,KID66589.1,398,BP,mRNA splicing,,,,
,KID66589.1,5524,MF,ATP binding,,,,
,KID66589.1,3676,MF,nucleic acid binding,,,,
,KID66589.1,140098,MF,catalytic activity,,,,
,KID66590.1,5634,CC,nucleus,,,,
,KID66592.1,19346,BP,transsulfuration,,,,
,KID66592.1,30170,MF,pyridoxal phosphate binding,,,,
,KID66592.1,16021,CC,integral component of membrane,,,,
,KID66592.1,16829,MF,lyase activity,,,,
,KID66592.1,16810,MF,hydrolase activity,,,,
,KID66592.1,16740,MF,transferase activity,,,,
,KID66592.1,5975,BP,carbohydrate metabolic process,,,,
,KID66594.1,9277,CC,fungal-type cell wall,,,,
,KID66594.1,31505,BP,fungal-type cell wall organization,,,,
,KID66594.1,5199,MF,structural constituent of cell wall,,,,
,KID66594.1,9374,MF,biotin binding,,,,
,KID66594.1,5576,CC,extracellular region,,,,
,KID66594.1,30197,MF,extracellular matrix constituent,,,,
,KID66594.1,2168,BP,instar larval development,,,,
,KID66594.1,5176,MF,ErbB-2 class receptor binding,,,,
,KID66594.1,31225,CC,anchored component of membrane,,,,
,KID66594.1,10469,BP,regulation of signaling receptor activity,,,,
,KID66594.1,7411,BP,axon guidance,,,,
,KID66594.1,16021,CC,integral component of membrane,,,,
,KID66594.1,16324,CC,apical plasma membrane,,,,
,KID66594.1,4553,MF,hydrolase activity,,,,
,KID66594.1,3676,MF,nucleic acid binding,,,,
,KID66594.1,272,BP,polysaccharide catabolic process,,,,
,KID66594.1,6508,BP,proteolysis,,,,
,KID66595.1,16021,CC,integral component of membrane,,,,
,KID66595.1,8168,MF,methyltransferase activity,,,,
,KID66595.1,32259,BP,methylation,,,,
,KID66595.1,1990426,BP,mitotic recombination-dependent replication fork processing,,,,
,KID66595.1,150,MF,recombinase activity,,,,
,KID66595.1,3697,MF,single-stranded DNA binding,,,,
,KID66595.1,5634,CC,nucleus,,,,
,KID66595.1,3690,MF,double-stranded DNA binding,,,,
,KID66595.1,8094,MF,DNA-dependent ATPase activity,,,,
,KID66595.1,724,BP,double-strand break repair via homologous recombination,,,,
,KID66595.1,5524,MF,ATP binding,,,,
,KID66596.1,8168,MF,methyltransferase activity,,,,
,KID66596.1,32259,BP,methylation,,,,
,KID66596.1,16021,CC,integral component of membrane,,,,
,KID66596.1,16310,BP,phosphorylation,,,,
,KID66596.1,16301,MF,kinase activity,,,,
,KID66597.1,5732,CC,small nucleolar ribonucleoprotein complex,,,,
,KID66597.1,398,BP,mRNA splicing,,,,
,KID66597.1,3723,MF,RNA binding,,,,
,KID66597.1,5681,CC,spliceosomal complex,,,,
,KID66597.1,1990726,CC,Lsm1-7-Pat1 complex,,,,
,KID66597.1,932,CC,P-body,,,,
,KID66597.1,30490,BP,maturation of SSU-rRNA,,,,
,KID66597.1,5688,CC,U6 snRNP,,,,
,KID66597.1,46540,CC,U4/U6 x U5 tri-snRNP complex,,,,
,KID66597.1,5730,CC,nucleolus,,,,
,KID66597.1,8033,BP,tRNA processing,,,,
,KID66599.1,70403,MF,NAD+ binding,,,,
,KID66599.1,71572,BP,histone H3-K56 deacetylation,,,,
,KID66599.1,1902377,CC,nuclear rDNA heterochromatin,,,,
,KID66599.1,1990679,BP,histone H4-K12 deacetylation,,,,
,KID66599.1,1990707,CC,nuclear subtelomeric heterochromatin,,,,
,KID66599.1,1990678,BP,histone H4-K16 deacetylation,,,,
,KID66599.1,31934,CC,mating-type region heterochromatin,,,,
,KID66599.1,31508,BP,pericentric heterochromatin assembly,,,,
,KID66599.1,1990414,BP,replication-born double-strand break repair via sister chromatid exchange,,,,
,KID66599.1,31618,CC,nuclear pericentric heterochromatin,,,,
,KID66599.1,30702,BP,chromatin silencing at centromere,,,,
,KID66599.1,60303,BP,regulation of nucleosome density,,,,
,KID66599.1,781,CC,chromosome,,,,
,KID66599.1,6348,BP,chromatin silencing at telomere,,,,
,KID66599.1,17136,MF,NAD-dependent histone deacetylase activity,,,,
,KID66599.1,6282,BP,regulation of DNA repair,,,,
,KID66599.1,122,BP,negative regulation of transcription by RNA polymerase II,,,,
,KID66599.1,16021,CC,integral component of membrane,,,,
,KID66600.1,4252,MF,serine-type endopeptidase activity,,,,
,KID66600.1,6508,BP,proteolysis,,,,
,KID66600.1,16021,CC,integral component of membrane,,,,
,KID66600.1,5743,CC,mitochondrial inner membrane,,,,
,KID66600.1,10821,BP,regulation of mitochondrion organization,,,,
,KID66600.1,17022,MF,myosin binding,,,,
,KID66600.1,8237,MF,metallopeptidase activity,,,,
,KID66601.1,70682,BP,proteasome regulatory particle assembly,,,,
,KID66603.1,16021,CC,integral component of membrane,,,,
,KID66604.1,16787,MF,hydrolase activity,,,,
,KID66604.1,6152,BP,purine nucleoside catabolic process,,,,
,KID66604.1,5829,CC,cytosol,,,,
,KID66604.1,16021,CC,integral component of membrane,,,,
,KID66605.1,16021,CC,integral component of membrane,,,,
,KID66605.1,61575,MF,cyclin-dependent protein serine/threonine kinase activator activity,,,,
,KID66605.1,45737,BP,positive regulation of cyclin-dependent protein serine/threonine kinase activity,,,,
,KID66605.1,32786,BP,positive regulation of DNA-templated transcription,,,,
,KID66605.1,8024,CC,cyclin/CDK positive transcription elongation factor complex,,,,
,KID66605.1,16829,MF,lyase activity,,,,
,KID66605.1,6357,BP,regulation of transcription by RNA polymerase II,,,,
,KID66605.1,6520,BP,cellular amino acid metabolic process,,,,
,KID66606.1,16301,MF,kinase activity,,,,
,KID66606.1,16310,BP,phosphorylation,,,,
,KID66606.1,46540,CC,U4/U6 x U5 tri-snRNP complex,,,,
,KID66606.1,17070,MF,U6 snRNA binding,,,,
,KID66606.1,30621,MF,U4 snRNA binding,,,,
,KID66606.1,398,BP,mRNA splicing,,,,
,KID66606.1,16829,MF,lyase activity,,,,
,KID66606.1,6520,BP,cellular amino acid metabolic process,,,,
,KID66606.1,16021,CC,integral component of membrane,,,,
,KID66607.1,4674,MF,protein serine/threonine kinase activity,,,,
,KID66607.1,38202,BP,TORC1 signaling,,,,
,KID66607.1,5737,CC,cytoplasm,,,,
,KID66607.1,6468,BP,protein phosphorylation,,,,
,KID66607.1,5634,CC,nucleus,,,,
,KID66607.1,18209,BP,peptidyl-serine modification,,,,
,KID66607.1,5524,MF,ATP binding,,,,
,KID66607.1,16021,CC,integral component of membrane,,,,
,KID66607.1,4150,MF,dihydroneopterin aldolase activity,,,,
,KID66607.1,97472,MF,cyclin-dependent protein kinase activity,,,,
,KID66607.1,6760,BP,folic acid-containing compound metabolic process,,,,
,KID66607.1,51726,BP,regulation of cell cycle,,,,
,KID66608.1,16021,CC,integral component of membrane,,,,
,KID66608.1,4812,MF,aminoacyl-tRNA ligase activity,,,,
,KID66608.1,6418,BP,tRNA aminoacylation for protein translation,,,,
,KID66608.1,5737,CC,cytoplasm,,,,
,KID66608.1,5524,MF,ATP binding,,,,
,KID66609.1,276,CC,mitochondrial proton-transporting ATP synthase complex,,,,
,KID66609.1,15985,BP,energy coupled proton transport,,,,
,KID66609.1,6754,BP,ATP biosynthetic process,,,,
,KID66609.1,16021,CC,integral component of membrane,,,,
,KID66610.1,4674,MF,protein serine/threonine kinase activity,,,,
,KID66610.1,60963,BP,positive regulation of ribosomal protein gene transcription by RNA polymerase II,,,,
,KID66610.1,329,CC,fungal-type vacuole membrane,,,,
,KID66610.1,1323,BP,age-dependent general metabolic decline involved in chronological cell aging,,,,
,KID66610.1,45945,BP,positive regulation of transcription by RNA polymerase III,,,,
,KID66610.1,1306,BP,age-dependent response to oxidative stress,,,,
,KID66610.1,5524,MF,ATP binding,,,,
,KID66610.1,43619,BP,regulation of transcription from RNA polymerase II promoter in response to oxidative stress,,,,
,KID66610.1,90153,BP,regulation of sphingolipid biosynthetic process,,,,
,KID66610.1,785,CC,chromatin,,,,
,KID66610.1,47484,BP,regulation of response to osmotic stress,,,,
,KID66610.1,6468,BP,protein phosphorylation,,,,
,KID66610.1,45943,BP,positive regulation of transcription by RNA polymerase I,,,,
,KID66610.1,1302,BP,replicative cell aging,,,,
,KID66610.1,5634,CC,nucleus,,,,
,KID66610.1,32880,BP,regulation of protein localization,,,,
,KID66613.1,16226,BP,iron-sulfur cluster assembly,,,,
,KID66613.1,97361,CC,CIA complex,,,,
,KID66613.1,51539,MF,4 iron,,,,
,KID66613.1,46872,MF,metal ion binding,,,,
,KID66613.1,16787,MF,hydrolase activity,,,,
,KID66614.1,3676,MF,nucleic acid binding,,,,
,KID66614.1,9073,BP,aromatic amino acid family biosynthetic process,,,,
,KID66614.1,5634,CC,nucleus,,,,
,KID66614.1,3849,MF,3-deoxy-7-phosphoheptulonate synthase activity,,,,
,KID66614.1,981,MF,DNA-binding transcription factor activity,,,,
,KID66614.1,6357,BP,regulation of transcription by RNA polymerase II,,,,
,KID66615.1,5576,CC,extracellular region,,,,
,KID66615.1,2188,BP,translation reinitiation,,,,
,KID66615.1,5034,MF,osmosensor activity,,,,
,KID66615.1,43614,CC,multi-eIF complex,,,,
,KID66615.1,71973,BP,bacterial-type flagellum-dependent cell motility,,,,
,KID66615.1,3743,MF,translation initiation factor activity,,,,
,KID66615.1,71541,CC,eukaryotic translation initiation factor 3 complex,,,,
,KID66615.1,71540,CC,eukaryotic translation initiation factor 3 complex,,,,
,KID66615.1,44461,CC,bacterial-type flagellum part,,,,
,KID66615.1,7232,BP,osmosensory signaling pathway via Sho1 osmosensor,,,,
,KID66615.1,1732,BP,formation of cytoplasmic translation initiation complex,,,,
,KID66615.1,3729,MF,mRNA binding,,,,
,KID66615.1,5198,MF,structural molecule activity,,,,
,KID66615.1,16301,MF,kinase activity,,,,
,KID66615.1,5887,CC,integral component of plasma membrane,,,,
,KID66615.1,4553,MF,hydrolase activity,,,,
,KID66615.1,272,BP,polysaccharide catabolic process,,,,
,KID66615.1,16310,BP,phosphorylation,,,,
,KID66616.1,3849,MF,3-deoxy-7-phosphoheptulonate synthase activity,,,,
,KID66616.1,9073,BP,aromatic amino acid family biosynthetic process,,,,
,KID66616.1,5634,CC,nucleus,,,,
,KID66616.1,4135,MF,amylo-alpha-1,,,,
,KID66616.1,4134,MF,4-alpha-glucanotransferase activity,,,,
,KID66616.1,981,MF,DNA-binding transcription factor activity,,,,
,KID66616.1,5737,CC,cytoplasm,,,,
,KID66616.1,3755,MF,peptidyl-prolyl cis-trans isomerase activity,,,,
,KID66616.1,3676,MF,nucleic acid binding,,,,
,KID66616.1,8270,MF,zinc ion binding,,,,
,KID66616.1,20037,MF,heme binding,,,,
,KID66616.1,5980,BP,glycogen catabolic process,,,,
,KID66616.1,9055,MF,electron transfer activity,,,,
,KID66616.1,5978,BP,glycogen biosynthetic process,,,,
,KID66616.1,413,BP,protein peptidyl-prolyl isomerization,,,,
,KID66616.1,6357,BP,regulation of transcription by RNA polymerase II,,,,
,KID66616.1,22900,BP,electron transport chain,,,,
,KID66617.1,981,MF,DNA-binding transcription factor activity,,,,
,KID66617.1,6357,BP,regulation of transcription by RNA polymerase II,,,,
,KID66617.1,5634,CC,nucleus,,,,
,KID66617.1,8270,MF,zinc ion binding,,,,
,KID66618.1,3755,MF,peptidyl-prolyl cis-trans isomerase activity,,,,
,KID66618.1,413,BP,protein peptidyl-prolyl isomerization,,,,
,KID66618.1,6457,BP,protein folding,,,,
,KID66619.1,16021,CC,integral component of membrane,,,,
,KID66619.1,4540,MF,ribonuclease activity,,,,
,KID66619.1,6397,BP,mRNA processing,,,,
,KID66619.1,90501,BP,RNA phosphodiester bond hydrolysis,,,,
,KID66619.1,4672,MF,protein kinase activity,,,,
,KID66619.1,1405,CC,PAM complex,,,,
,KID66619.1,6468,BP,protein phosphorylation,,,,
,KID66619.1,5524,MF,ATP binding,,,,
,KID66620.1,10181,MF,FMN binding,,,,
,KID66620.1,55114,BP,oxidation-reduction process,,,,
,KID66620.1,5623,CC,cell,,,,
,KID66620.1,16021,CC,integral component of membrane,,,,
,KID66620.1,6886,BP,intracellular protein transport,,,,
,KID66620.1,16491,MF,oxidoreductase activity,,,,
,KID66620.1,16853,MF,isomerase activity,,,,
,KID66621.1,6261,BP,DNA-dependent DNA replication,,,,
,KID66621.1,5634,CC,nucleus,,,,
,KID66621.1,7059,BP,chromosome segregation,,,,
,KID66622.1,16798,MF,hydrolase activity,,,,
,KID66622.1,34388,CC,Pwp2p-containing subcomplex of 90S preribosome,,,,
,KID66622.1,32040,CC,small-subunit processome,,,,
,KID66623.1,16798,MF,hydrolase activity,,,,
,KID66623.1,16310,BP,phosphorylation,,,,
,KID66623.1,5634,CC,nucleus,,,,
,KID66623.1,16301,MF,kinase activity,,,,
,KID66623.1,6260,BP,DNA replication,,,,
,KID66624.1,16491,MF,oxidoreductase activity,,,,
,KID66624.1,55114,BP,oxidation-reduction process,,,,
,KID66625.1,71949,MF,FAD binding,,,,
,KID66625.1,55114,BP,oxidation-reduction process,,,,
,KID66625.1,4497,MF,monooxygenase activity,,,,
,KID66625.1,16705,MF,oxidoreductase activity,,,,
,KID66626.1,4491,MF,methylmalonate-semialdehyde dehydrogenase (acylating) activity,,,,
,KID66626.1,55114,BP,oxidation-reduction process,,,,
,KID66626.1,8270,MF,zinc ion binding,,,,
