organism	id	protein_id	go_id	ontology	description
1276135		KID63954.1	0055114	BP	oxidation-reduction process
1276135		KID63955.1	0009116	BP	nucleoside metabolic process
1276135		KID63955.1	0043531	MF	ADP binding
1276135		KID63955.1	0003824	MF	catalytic activity
1276135		KID63955.1	0019538	BP	protein metabolic process
1276135		KID63955.1	0035639	MF	purine ribonucleoside triphosphate binding
1276135		KID63955.1	0043632	BP	modification-dependent macromolecule catabolic process
1276135		KID63955.1	0043412	BP	macromolecule modification
1276135		KID63955.1	0008144	MF	drug binding
1276135		KID63955.1	0032550	MF	purine ribonucleoside binding
1276135		KID63955.1	1901565	BP	organonitrogen compound catabolic process
1276135		KID63955.1	0032561	MF	guanyl ribonucleotide binding
1276135		KID63955.1	0016310	BP	phosphorylation
1276135		KID63956.1	0016255	BP	attachment of GPI anchor to protein
1276135		KID63956.1	0042765	CC	GPI-anchor transamidase complex
1276135		KID63956.1	0016787	MF	hydrolase activity
1276135		KID63956.1	0016042	BP	lipid catabolic process
1276135		KID63956.1	0098507	BP	polynucleotide 5' dephosphorylation
1276135		KID63957.1	0016255	BP	attachment of GPI anchor to protein
1276135		KID63957.1	0042765	CC	GPI-anchor transamidase complex
1276135		KID63958.1	0004467	MF	long-chain fatty acid-CoA ligase activity
1276135		KID63958.1	0001676	BP	long-chain fatty acid metabolic process
1276135		KID63958.1	0031235	CC	intrinsic component of the cytoplasmic side of the plasma membrane
1276135		KID63958.1	0006633	BP	fatty acid biosynthetic process
1276135		KID63958.1	0005811	CC	lipid droplet
1276135		KID63958.1	0005777	CC	peroxisome
1276135		KID63958.1	0005324	MF	long-chain fatty acid transporter activity
1276135		KID63958.1	0031957	MF	very long-chain fatty acid-CoA ligase activity
1276135		KID63958.1	0005783	CC	endoplasmic reticulum
1276135		KID63958.1	0140354	BP	lipid import into cell
1276135		KID63958.1	0030170	MF	pyridoxal phosphate binding
1276135		KID63958.1	0016773	MF	phosphotransferase activity, alcohol group as acceptor
1276135		KID63958.1	0000038	BP	very long-chain fatty acid metabolic process
1276135		KID63958.1	0015909	BP	long-chain fatty acid transport
1276135		KID63958.1	0005524	MF	ATP binding
1276135		KID63958.1	0016021	CC	integral component of membrane
1276135		KID63958.1	0009254	BP	peptidoglycan turnover
1276135		KID63958.1	0006040	BP	amino sugar metabolic process
1276135		KID63959.1	0051920	MF	peroxiredoxin activity
1276135		KID63959.1	0045454	BP	cell redox homeostasis
1276135		KID63959.1	0005623	CC	cell
1276135		KID63959.1	0098869	BP	cellular oxidant detoxification
1276135		KID63959.1	0004713	MF	protein tyrosine kinase activity
1276135		KID63959.1	0004252	MF	serine-type endopeptidase activity
1276135		KID63959.1	0055114	BP	oxidation-reduction process
1276135		KID63959.1	0018108	BP	peptidyl-tyrosine phosphorylation
1276135		KID63959.1	0005524	MF	ATP binding
1276135		KID63959.1	0006508	BP	proteolysis
1276135		KID63960.1	0051920	MF	peroxiredoxin activity
1276135		KID63960.1	0098869	BP	cellular oxidant detoxification
1276135		KID63960.1	0005623	CC	cell
1276135		KID63960.1	0045454	BP	cell redox homeostasis
1276135		KID63960.1	0004601	MF	peroxidase activity
1276135		KID63960.1	0004252	MF	serine-type endopeptidase activity
1276135		KID63960.1	0055114	BP	oxidation-reduction process
1276135		KID63960.1	0034599	BP	cellular response to oxidative stress
1276135		KID63960.1	0006508	BP	proteolysis
1276135		KID63961.1	0004806	MF	triglyceride lipase activity
1276135		KID63961.1	0016042	BP	lipid catabolic process
1276135		KID63961.1	0016020	CC	membrane
1276135		KID63961.1	0016740	MF	transferase activity
1276135		KID63961.1	0006642	BP	triglyceride mobilization
1276135		KID63961.1	0046160	BP	heme a metabolic process
1276135		KID63961.1	0048033	BP	heme o metabolic process
1276135		KID63961.1	0006783	BP	heme biosynthetic process
1276135		KID63963.1	0016301	MF	kinase activity
1276135		KID63963.1	0016310	BP	phosphorylation
1276135		KID63963.1	0004565	MF	beta-galactosidase activity
1276135		KID63963.1	0016773	MF	phosphotransferase activity, alcohol group as acceptor
1276135		KID63963.1	0006464	BP	cellular protein modification process
1276135		KID63963.1	0140096	MF	catalytic activity, acting on a protein
1276135		KID63963.1	0001758	MF	retinal dehydrogenase activity
1276135		KID63963.1	0033721	MF	aldehyde dehydrogenase (NADP+) activity
1276135		KID63963.1	0005975	BP	carbohydrate metabolic process
1276135		KID63963.1	0055114	BP	oxidation-reduction process
1276135		KID63964.1	0008237	MF	metallopeptidase activity
1276135		KID63964.1	0006508	BP	proteolysis
1276135		KID63965.1	0005887	CC	integral component of plasma membrane
1276135		KID63965.1	0055085	BP	transmembrane transport
1276135		KID63965.1	0016491	MF	oxidoreductase activity
1276135		KID63965.1	0015893	BP	drug transport
1276135		KID63965.1	0055114	BP	oxidation-reduction process
1276135		KID63965.1	0000329	CC	fungal-type vacuole membrane
1276135		KID63966.1	0005634	CC	nucleus
1276135		KID63966.1	0016021	CC	integral component of membrane
1276135		KID63967.1	0005975	BP	carbohydrate metabolic process
1276135		KID63967.1	0030248	MF	cellulose binding
1276135		KID63967.1	0005576	CC	extracellular region
1276135		KID63967.1	0004553	MF	hydrolase activity, hydrolyzing O-glycosyl compounds
1276135		KID63968.1	0006541	BP	glutamine metabolic process
1276135		KID63968.1	0016740	MF	transferase activity
1276135		KID63968.1	0034399	CC	nuclear periphery
1276135		KID63968.1	0005887	CC	integral component of plasma membrane
1276135		KID63968.1	0016884	MF	carbon-nitrogen ligase activity, with glutamine as amido-N-donor
1276135		KID63968.1	0016620	MF	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor
1276135		KID63968.1	0006177	BP	GMP biosynthetic process
1276135		KID63968.1	0055085	BP	transmembrane transport
1276135		KID63968.1	0055114	BP	oxidation-reduction process
1276135		KID63969.1	0000981	MF	DNA-binding transcription factor activity, RNA polymerase II-specific
1276135		KID63969.1	0006357	BP	regulation of transcription by RNA polymerase II
1276135		KID63969.1	0005634	CC	nucleus
1276135		KID63969.1	0008270	MF	zinc ion binding
1276135		KID63969.1	0003677	MF	DNA binding
1276135		KID63969.1	0016021	CC	integral component of membrane
1276135		KID63969.1	0016407	MF	acetyltransferase activity
1276135		KID63969.1	0000160	BP	phosphorelay signal transduction system
1276135		KID63970.1	0009116	BP	nucleoside metabolic process
1276135		KID63970.1	0016021	CC	integral component of membrane
1276135		KID63970.1	0003824	MF	catalytic activity
1276135		KID63970.1	0005525	MF	GTP binding
1276135		KID63970.1	0016592	CC	mediator complex
1276135		KID63970.1	0034035	BP	purine ribonucleoside bisphosphate metabolic process
1276135		KID63970.1	0003712	MF	transcription coregulator activity
1276135		KID63970.1	0009150	BP	purine ribonucleotide metabolic process
1276135		KID63970.1	0006886	BP	intracellular protein transport
1276135		KID63970.1	0003676	MF	nucleic acid binding
1276135		KID63970.1	0016042	BP	lipid catabolic process
1276135		KID63970.1	1903506	BP	regulation of nucleic acid-templated transcription
1276135		KID63971.1	0005328	MF	neurotransmitter:sodium symporter activity
1276135		KID63971.1	0006836	BP	neurotransmitter transport
1276135		KID63971.1	0016021	CC	integral component of membrane
1276135		KID63971.1	0006013	BP	mannose metabolic process
1276135		KID63971.1	0005634	CC	nucleus
1276135		KID63971.1	0006817	BP	phosphate ion transport
1276135		KID63971.1	0006351	BP	transcription, DNA-templated
1276135		KID63971.1	0004559	MF	alpha-mannosidase activity
1276135		KID63971.1	0030246	MF	carbohydrate binding
1276135		KID63971.1	0005315	MF	inorganic phosphate transmembrane transporter activity
1276135		KID63971.1	0008270	MF	zinc ion binding
1276135		KID63971.1	0055085	BP	transmembrane transport
1276135		KID63971.1	0003676	MF	nucleic acid binding
1276135		KID63972.1	0008237	MF	metallopeptidase activity
1276135		KID63972.1	0006508	BP	proteolysis
1276135		KID63972.1	0005887	CC	integral component of plasma membrane
1276135		KID63972.1	0008270	MF	zinc ion binding
1276135		KID63972.1	0055085	BP	transmembrane transport
1276135		KID63973.1	0004190	MF	aspartic-type endopeptidase activity
1276135		KID63973.1	0006508	BP	proteolysis
1276135		KID63973.1	0030246	MF	carbohydrate binding
1276135		KID63974.1	0004177	MF	aminopeptidase activity
1276135		KID63974.1	0061957	CC	NVT complex
1276135		KID63974.1	0120113	BP	protein localization by the NVT pathway
1276135		KID63974.1	0000328	CC	fungal-type vacuole lumen
1276135		KID63974.1	0006508	BP	proteolysis
1276135		KID63974.1	0008237	MF	metallopeptidase activity
1276135		KID63974.1	0008270	MF	zinc ion binding
1276135		KID63974.1	0005771	CC	multivesicular body
1276135		KID63974.1	0042277	MF	peptide binding
1276135		KID63974.1	0043171	BP	peptide catabolic process
1276135		KID63974.1	0016301	MF	kinase activity
1276135		KID63974.1	0003677	MF	DNA binding
1276135		KID63974.1	0016491	MF	oxidoreductase activity
1276135		KID63974.1	0006351	BP	transcription, DNA-templated
1276135		KID63974.1	0005975	BP	carbohydrate metabolic process
1276135		KID63974.1	0005634	CC	nucleus
1276135		KID63974.1	0016310	BP	phosphorylation
1276135		KID63974.1	0055114	BP	oxidation-reduction process
1276135		KID63979.1	0004553	MF	hydrolase activity, hydrolyzing O-glycosyl compounds
1276135		KID63979.1	0005975	BP	carbohydrate metabolic process
1276135		KID63979.1	0005634	CC	nucleus
1276135		KID63979.1	0000981	MF	DNA-binding transcription factor activity, RNA polymerase II-specific
1276135		KID63979.1	0006357	BP	regulation of transcription by RNA polymerase II
1276135		KID63979.1	0006351	BP	transcription, DNA-templated
1276135		KID63979.1	0008270	MF	zinc ion binding
1276135		KID63979.1	0016021	CC	integral component of membrane
1276135		KID63979.1	0003677	MF	DNA binding
1276135		KID63980.1	0055114	BP	oxidation-reduction process
1276135		KID63980.1	0016491	MF	oxidoreductase activity
1276135		KID63980.1	0016021	CC	integral component of membrane
1276135		KID63982.1	0016627	MF	oxidoreductase activity, acting on the CH-CH group of donors
1276135		KID63982.1	0055114	BP	oxidation-reduction process
1276135		KID63982.1	0016021	CC	integral component of membrane
1276135		KID63983.1	0050525	MF	cutinase activity
1276135		KID63983.1	0005576	CC	extracellular region
1276135		KID63983.1	0006261	BP	DNA-dependent DNA replication
1276135		KID63983.1	0008622	CC	epsilon DNA polymerase complex
1276135		KID63983.1	0071897	BP	DNA biosynthetic process
1276135		KID63983.1	0005975	BP	carbohydrate metabolic process
1276135		KID63983.1	0003887	MF	DNA-directed DNA polymerase activity
1276135		KID63983.1	0003677	MF	DNA binding
1276135		KID63983.1	0016021	CC	integral component of membrane
1276135		KID63984.1	0016021	CC	integral component of membrane
1276135		KID63984.1	0004843	MF	thiol-dependent ubiquitin-specific protease activity
1276135		KID63984.1	0006508	BP	proteolysis
1276135		KID63984.1	0043632	BP	modification-dependent macromolecule catabolic process
1276135		KID63984.1	0005618	CC	cell wall
1276135		KID63984.1	0044257	BP	cellular protein catabolic process
1276135		KID63984.1	0004252	MF	serine-type endopeptidase activity
1276135		KID63984.1	0016846	MF	carbon-sulfur lyase activity
1276135		KID63985.1	0004497	MF	monooxygenase activity
1276135		KID63985.1	0055114	BP	oxidation-reduction process
1276135		KID63985.1	0050661	MF	NADP binding
1276135		KID63985.1	0016705	MF	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
1276135		KID63985.1	0050660	MF	flavin adenine dinucleotide binding
1276135		KID63986.1	0004806	MF	triglyceride lipase activity
1276135		KID63986.1	0016042	BP	lipid catabolic process
1276135		KID63986.1	0005576	CC	extracellular region
1276135		KID63986.1	0005634	CC	nucleus
1276135		KID63986.1	0016021	CC	integral component of membrane
1276135		KID63986.1	0000981	MF	DNA-binding transcription factor activity, RNA polymerase II-specific
1276135		KID63986.1	0006357	BP	regulation of transcription by RNA polymerase II
1276135		KID63986.1	0008270	MF	zinc ion binding
1276135		KID63986.1	0006351	BP	transcription, DNA-templated
1276135		KID63986.1	0009405	BP	pathogenesis
1276135		KID63986.1	0003677	MF	DNA binding
1276135		KID63987.1	0004672	MF	protein kinase activity
1276135		KID63987.1	0006468	BP	protein phosphorylation
1276135		KID63987.1	0005524	MF	ATP binding
1276135		KID63989.1	0016491	MF	oxidoreductase activity
1276135		KID63989.1	0055114	BP	oxidation-reduction process
1276135		KID63989.1	0010181	MF	FMN binding
1276135		KID63989.1	0016787	MF	hydrolase activity
1276135		KID63991.1	0006351	BP	transcription, DNA-templated
1276135		KID63991.1	0008270	MF	zinc ion binding
1276135		KID63991.1	0005634	CC	nucleus
1276135		KID63991.1	0000981	MF	DNA-binding transcription factor activity, RNA polymerase II-specific
1276135		KID63991.1	0006357	BP	regulation of transcription by RNA polymerase II
1276135		KID63991.1	0003677	MF	DNA binding
1276135		KID63991.1	0016021	CC	integral component of membrane
1276135		KID63992.1	0042626	MF	ATPase-coupled transmembrane transporter activity
1276135		KID63992.1	0055085	BP	transmembrane transport
1276135		KID63992.1	0016021	CC	integral component of membrane
1276135		KID63992.1	0016887	MF	ATPase activity
1276135		KID63992.1	0005886	CC	plasma membrane
1276135		KID63992.1	0055114	BP	oxidation-reduction process
1276135		KID63992.1	0005524	MF	ATP binding
1276135		KID63992.1	0016620	MF	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor
1276135		KID63993.1	0008061	MF	chitin binding
1276135		KID63993.1	0016925	BP	protein sumoylation
1276135		KID63993.1	0016021	CC	integral component of membrane
1276135		KID63993.1	0019948	MF	SUMO activating enzyme activity
1276135		KID63993.1	0016787	MF	hydrolase activity
1276135		KID63993.1	0007155	BP	cell adhesion
1276135		KID63993.1	0005524	MF	ATP binding
1276135		KID63993.1	0003676	MF	nucleic acid binding
1276135		KID63993.1	0016746	MF	transferase activity, transferring acyl groups
1276135		KID63994.1	0008237	MF	metallopeptidase activity
1276135		KID63994.1	0006508	BP	proteolysis
1276135		KID63994.1	0016021	CC	integral component of membrane
1276135		KID63996.1	0005524	MF	ATP binding
1276135		KID63998.1	0016853	MF	isomerase activity
1276135		KID63998.1	0005737	CC	cytoplasm
1276135		KID63998.1	0016787	MF	hydrolase activity
1276135		KID63998.1	0018800	MF	5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase activity
1276135		KID64000.1	0005634	CC	nucleus
1276135		KID64000.1	0004674	MF	protein serine/threonine kinase activity
1276135		KID64000.1	0006464	BP	cellular protein modification process
1276135		KID64000.1	0042393	MF	histone binding
1276135		KID64000.1	0046982	MF	protein heterodimerization activity
1276135		KID64000.1	0006334	BP	nucleosome assembly
1276135		KID64000.1	0097367	MF	carbohydrate derivative binding
1276135		KID64000.1	0016021	CC	integral component of membrane
1276135		KID64000.1	0030554	MF	adenyl nucleotide binding
1276135		KID64000.1	0035639	MF	purine ribonucleoside triphosphate binding
1276135		KID64000.1	0009057	BP	macromolecule catabolic process
1276135		KID64000.1	0008144	MF	drug binding
1276135		KID64000.1	0031975	CC	envelope
1276135		KID64000.1	0032991	CC	protein-containing complex
1276135		KID64000.1	0006913	BP	nucleocytoplasmic transport
1276135		KID64000.1	0005509	MF	calcium ion binding
1276135		KID64000.1	0012505	CC	endomembrane system
1276135		KID64000.1	0016310	BP	phosphorylation
1276135		KID64000.1	0043232	CC	intracellular non-membrane-bounded organelle
1276135		KID64000.1	0030246	MF	carbohydrate binding
1276135		KID64000.1	0044444	CC	cytoplasmic part
1276135		KID64000.1	0003796	MF	lysozyme activity
1276135		KID64000.1	0044462	CC	external encapsulating structure part
1276135		KID64000.1	0033750	BP	ribosome localization
1276135		KID64000.1	0017056	MF	structural constituent of nuclear pore
1276135		KID64000.1	0003714	MF	transcription corepressor activity
1276135		KID64000.1	0019867	CC	outer membrane
1276135		KID64000.1	0044446	CC	intracellular organelle part
1276135		KID64000.1	0003899	MF	DNA-directed 5'-3' RNA polymerase activity
1276135		KID64000.1	0006886	BP	intracellular protein transport
