organism	id	protein_id	go_id	ontology	description		
1276135		KID65012.1	20037	MF	heme binding		
1276135		KID65012.1	42738	BP	exogenous drug catabolic process		
1276135		KID65012.1	9058	BP	biosynthetic process		
1276135		KID65012.1	43231	CC	intracellular membrane-bounded organelle		
1276135		KID65012.1	6805	BP	xenobiotic metabolic process		
1276135		KID65012.1	12505	CC	endomembrane system		
1276135		KID65012.1	5737	CC	cytoplasm		
1276135		KID65012.1	70988	BP	demethylation		
1276135		KID65012.1	16125	BP	sterol metabolic process		
1276135		KID65012.1	5886	CC	plasma membrane		
1276135		KID65012.1	8168	MF	methyltransferase activity		
1276135		KID65012.1	30170	MF	pyridoxal phosphate binding		
1276135		KID65012.1	8716	MF	D-alanine-D-alanine ligase activity		
1276135		KID65012.1	6082	BP	organic acid metabolic process		
1276135		KID65012.1	5524	MF	ATP binding		
1276135		KID65012.1	32451	MF	demethylase activity		
1276135		KID65016.1	3796	MF	lysozyme activity		
1276135		KID65016.1	16998	BP	cell wall macromolecule catabolic process		
1276135		KID65016.1	16021	CC	integral component of membrane		
1276135		KID65016.1	9253	BP	peptidoglycan catabolic process		
1276135		KID65016.1	42626	MF	ATPase-coupled transmembrane transporter activity		
1276135		KID65016.1	16887	MF	ATPase activity		
1276135		KID65016.1	16705	MF	oxidoreductase activity		
1276135		KID65016.1	5506	MF	iron ion binding		
1276135		KID65016.1	5524	MF	ATP binding		
1276135		KID65016.1	55085	BP	transmembrane transport		
1276135		KID65016.1	20037	MF	heme binding		
1276135		KID65016.1	55114	BP	oxidation-reduction process		
1276135		KID65016.1	6629	BP	lipid metabolic process		
1276135		KID65016.1	5509	MF	calcium ion binding		
1276135		KID65018.1	164	CC	protein phosphatase type 1 complex		
1276135		KID65018.1	5981	BP	regulation of glycogen catabolic process		
1276135		KID65018.1	19888	MF	protein phosphatase regulator activity		
1276135		KID65018.1	4721	MF	phosphoprotein phosphatase activity		
1276135		KID65018.1	43666	BP	regulation of phosphoprotein phosphatase activity		
1276135		KID65018.1	5977	BP	glycogen metabolic process		
1276135		KID65018.1	6470	BP	protein dephosphorylation		
1276135		KID65019.1	30976	MF	thiamine pyrophosphate binding		
1276135		KID65019.1	5829	CC	cytosol		
1276135		KID65019.1	16831	MF	carboxy-lyase activity		
1276135		KID65019.1	16021	CC	integral component of membrane		
1276135		KID65019.1	287	MF	magnesium ion binding		
1276135		KID65022.1	902	BP	cell morphogenesis		
1276135		KID65023.1	55085	BP	transmembrane transport		
1276135		KID65023.1	16021	CC	integral component of membrane		
1276135		KID65024.1	8289	MF	lipid binding		
1276135		KID65025.1	16740	MF	transferase activity		
1276135		KID65026.1	16810	MF	hydrolase activity		
1276135		KID65026.1	16021	CC	integral component of membrane		
1276135		KID65026.1	55114	BP	oxidation-reduction process		
1276135		KID65026.1	6725	BP	cellular aromatic compound metabolic process		
1276135		KID65026.1	8198	MF	ferrous iron binding		
1276135		KID65026.1	16701	MF	oxidoreductase activity		
1276135		KID65026.1	8270	MF	zinc ion binding		
1276135		KID65027.1	8198	MF	ferrous iron binding		
1276135		KID65027.1	55114	BP	oxidation-reduction process		
1276135		KID65027.1	5634	CC	nucleus		
1276135		KID65027.1	16701	MF	oxidoreductase activity		
1276135		KID65027.1	6725	BP	cellular aromatic compound metabolic process		
1276135		KID65027.1	8270	MF	zinc ion binding		
1276135		KID65027.1	6357	BP	regulation of transcription by RNA polymerase II		
1276135		KID65027.1	16021	CC	integral component of membrane		
1276135		KID65027.1	51213	MF	dioxygenase activity		
1276135		KID65027.1	981	MF	DNA-binding transcription factor activity		
1276135		KID65028.1	16740	MF	transferase activity		
1276135		KID65028.1	16021	CC	integral component of membrane		
1276135		KID65029.1	16021	CC	integral component of membrane		
1276135		KID65030.1	16021	CC	integral component of membrane		
1276135		KID65031.1	3978	MF	UDP-glucose 4-epimerase activity		
1276135		KID65031.1	6012	BP	galactose metabolic process		
1276135		KID65031.1	5829	CC	cytosol		
1276135		KID65031.1	50662	MF	coenzyme binding		
1276135		KID65031.1	16021	CC	integral component of membrane		
1276135		KID65031.1	3974	MF	UDP-N-acetylglucosamine 4-epimerase activity		
1276135		KID65031.1	16787	MF	hydrolase activity		
1276135		KID65031.1	19320	BP	hexose catabolic process		
1276135		KID65031.1	44237	BP	cellular metabolic process		
1276135		KID65032.1	4672	MF	protein kinase activity		
1276135		KID65032.1	6468	BP	protein phosphorylation		
1276135		KID65032.1	5634	CC	nucleus		
1276135		KID65032.1	5524	MF	ATP binding		
1276135		KID65032.1	16021	CC	integral component of membrane		
1276135		KID65032.1	6357	BP	regulation of transcription by RNA polymerase II		
1276135		KID65032.1	6351	BP	transcription		
1276135		KID65032.1	981	MF	DNA-binding transcription factor activity		
1276135		KID65032.1	8270	MF	zinc ion binding		
1276135		KID65032.1	3884	MF	D-amino-acid oxidase activity		
1276135		KID65032.1	3677	MF	DNA binding		
1276135		KID65032.1	71949	MF	FAD binding		
1276135		KID65032.1	46416	BP	D-amino acid metabolic process		
1276135		KID65032.1	55114	BP	oxidation-reduction process		
1276135		KID65034.1	4252	MF	serine-type endopeptidase activity		
1276135		KID65034.1	6508	BP	proteolysis		
1276135		KID65034.1	16020	CC	membrane		
1276135		KID65034.1	5576	CC	extracellular region		
1276135		KID65034.1	5856	CC	cytoskeleton		
1276135		KID65034.1	16604	CC	nuclear body		
1276135		KID65034.1	9986	CC	cell surface		
1276135		KID65034.1	6897	BP	endocytosis		
1276135		KID65034.1	5044	MF	scavenger receptor activity		
1276135		KID65034.1	61505	MF	DNA topoisomerase II activity		
1276135		KID65034.1	8144	MF	drug binding		
1276135		KID65034.1	42445	BP	hormone metabolic process		
1276135		KID65034.1	97367	MF	carbohydrate derivative binding		
1276135		KID65034.1	2804	BP	positive regulation of antifungal peptide production		
1276135		KID65034.1	3050	BP	regulation of systemic arterial blood pressure by atrial natriuretic peptide		
1276135		KID65034.1	61760	BP	antifungal innate immune response		
1276135		KID65034.1	30554	MF	adenyl nucleotide binding		
1276135		KID65034.1	35639	MF	purine ribonucleoside triphosphate binding		
1276135		KID65034.1	51260	BP	protein homooligomerization		
1276135		KID65034.1	6963	BP	positive regulation of antibacterial peptide biosynthetic process		
1276135		KID65034.1	8094	MF	DNA-dependent ATPase activity		
1276135		KID65034.1	45752	BP	positive regulation of Toll signaling pathway		
1276135		KID65034.1	35813	BP	regulation of renal sodium excretion		
1276135		KID65034.1	5694	CC	chromosome		
1276135		KID65034.1	44703	BP	multi-organism reproductive process		
1276135		KID65034.1	1902494	CC	catalytic complex		
1276135		KID65034.1	3777	MF	microtubule motor activity		
1276135		KID65034.1	71944	CC	cell periphery		
1276135		KID65034.1	5509	MF	calcium ion binding		
1276135		KID65034.1	51604	BP	protein maturation		
1276135		KID65034.1	4672	MF	protein kinase activity		
1276135		KID65034.1	3677	MF	DNA binding		
1276135		KID65034.1	50830	BP	defense response to Gram-positive bacterium		
1276135		KID65034.1	71219	BP	cellular response to molecule of bacterial origin		
1276135		KID65034.1	51276	BP	chromosome organization		
1276135		KID65034.1	44706	BP	multi-multicellular organism process		
1276135		KID65034.1	7596	BP	blood coagulation		
1276135		KID65034.1	6259	BP	DNA metabolic process		
1276135		KID65034.1	48609	BP	multicellular organismal reproductive process		
1276135		KID65034.1	7018	BP	microtubule-based movement		
1276135		KID65034.1	6518	BP	peptide metabolic process		
1276135		KID65034.1	6468	BP	protein phosphorylation		
1276135		KID65034.1	6974	BP	cellular response to DNA damage stimulus		
1276135		KID65034.1	5975	BP	carbohydrate metabolic process		
1276135		KID65035.1	8237	MF	metallopeptidase activity		
1276135		KID65035.1	6508	BP	proteolysis		
1276135		KID65035.1	5576	CC	extracellular region		
1276135		KID65035.1	30248	MF	cellulose binding		
1276135		KID65035.1	5975	BP	carbohydrate metabolic process		
1276135		KID65036.1	16705	MF	oxidoreductase activity		
1276135		KID65036.1	55114	BP	oxidation-reduction process		
1276135		KID65036.1	16021	CC	integral component of membrane		
1276135		KID65036.1	4497	MF	monooxygenase activity		
1276135		KID65036.1	5506	MF	iron ion binding		
1276135		KID65036.1	20037	MF	heme binding		
1276135		KID65037.1	6865	BP	amino acid transport		
1276135		KID65037.1	22857	MF	transmembrane transporter activity		
1276135		KID65037.1	16021	CC	integral component of membrane		
1276135		KID65037.1	55085	BP	transmembrane transport		
1276135		KID65038.1	981	MF	DNA-binding transcription factor activity		
1276135		KID65038.1	6357	BP	regulation of transcription by RNA polymerase II		
1276135		KID65038.1	5634	CC	nucleus		
1276135		KID65038.1	8270	MF	zinc ion binding		
1276135		KID65038.1	22857	MF	transmembrane transporter activity		
1276135		KID65038.1	16021	CC	integral component of membrane		
1276135		KID65038.1	4499	MF	N		
1276135		KID65038.1	50661	MF	NADP binding		
1276135		KID65038.1	50660	MF	flavin adenine dinucleotide binding		
1276135		KID65038.1	55085	BP	transmembrane transport		
1276135		KID65038.1	55114	BP	oxidation-reduction process		
1276135		KID65039.1	8131	MF	primary amine oxidase activity		
1276135		KID65039.1	9308	BP	amine metabolic process		
1276135		KID65039.1	16021	CC	integral component of membrane		
1276135		KID65039.1	55114	BP	oxidation-reduction process		
1276135		KID65039.1	5507	MF	copper ion binding		
1276135		KID65039.1	48038	MF	quinone binding		
1276135		KID65039.1	19243	BP	methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione		
1276135		KID65039.1	4416	MF	hydroxyacylglutathione hydrolase activity		
1276135		KID65039.1	52593	MF	tryptamine:oxygen oxidoreductase (deaminating) activity		
1276135		KID65039.1	52596	MF	phenethylamine:oxygen oxidoreductase (deaminating) activity		
1276135		KID65039.1	52594	MF	aminoacetone:oxygen oxidoreductase(deaminating) activity		
1276135		KID65039.1	52595	MF	aliphatic-amine oxidase activity		
1276135		KID65040.1	4462	MF	lactoylglutathione lyase activity		
1276135		KID65040.1	46872	MF	metal ion binding		
1276135		KID65041.1	16491	MF	oxidoreductase activity		
1276135		KID65041.1	55114	BP	oxidation-reduction process		
1276135		KID65041.1	16021	CC	integral component of membrane		
1276135		KID65041.1	4801	MF	sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity		
1276135		KID65041.1	51156	BP	glucose 6-phosphate metabolic process		
1276135		KID65041.1	22857	MF	transmembrane transporter activity		
1276135		KID65041.1	5737	CC	cytoplasm		
1276135		KID65041.1	6739	BP	NADP metabolic process		
1276135		KID65041.1	55085	BP	transmembrane transport		
1276135		KID65041.1	5975	BP	carbohydrate metabolic process		
1276135		KID65041.1	6091	BP	generation of precursor metabolites and energy		
1276135		KID65042.1	71949	MF	FAD binding		
1276135		KID65042.1	55114	BP	oxidation-reduction process		
1276135		KID65042.1	16021	CC	integral component of membrane		
1276135		KID65042.1	1903457	BP	lactate catabolic process		
1276135		KID65042.1	16491	MF	oxidoreductase activity		
1276135		KID65042.1	5739	CC	mitochondrion		
1276135		KID65042.1	19866	CC	organelle inner membrane		
1276135		KID65042.1	7018	BP	microtubule-based movement		
1276135		KID65042.1	3777	MF	microtubule motor activity		
1276135		KID65042.1	8017	MF	microtubule binding		
1276135		KID65042.1	4553	MF	hydrolase activity		
1276135		KID65042.1	5975	BP	carbohydrate metabolic process		
1276135		KID65042.1	5524	MF	ATP binding		
1276135		KID65043.1	22857	MF	transmembrane transporter activity		
1276135		KID65043.1	55085	BP	transmembrane transport		
1276135		KID65043.1	16021	CC	integral component of membrane		
1276135		KID65044.1	22857	MF	transmembrane transporter activity		
1276135		KID65044.1	55085	BP	transmembrane transport		
1276135		KID65044.1	16021	CC	integral component of membrane		
1276135		KID65044.1	4609	MF	phosphatidylserine decarboxylase activity		
1276135		KID65044.1	3924	MF	GTPase activity		
1276135		KID65044.1	16540	BP	protein autoprocessing		
1276135		KID65044.1	31304	CC	intrinsic component of mitochondrial inner membrane		
1276135		KID65044.1	6646	BP	phosphatidylethanolamine biosynthetic process		
1276135		KID65044.1	5525	MF	GTP binding		
1276135		KID65044.1	23014	BP	signal transduction by protein phosphorylation		
1276135		KID65044.1	32259	BP	methylation		
1276135		KID65044.1	155	MF	phosphorelay sensor kinase activity		
1276135		KID65044.1	160	BP	phosphorelay signal transduction system		
1276135		KID65044.1	8168	MF	methyltransferase activity		
1276135		KID65046.1	31418	MF	L-ascorbic acid binding		
1276135		KID65046.1	55114	BP	oxidation-reduction process		
1276135		KID65046.1	16705	MF	oxidoreductase activity		
1276135		KID65046.1	5506	MF	iron ion binding		
1276135		KID65047.1	6308	BP	DNA catabolic process		
1276135		KID65047.1	8237	MF	metallopeptidase activity		
1276135		KID65047.1	48188	CC	Set1C/COMPASS complex		
1276135		KID65047.1	8270	MF	zinc ion binding		
1276135		KID65047.1	4519	MF	endonuclease activity		
1276135		KID65047.1	6508	BP	proteolysis		
1276135		KID65047.1	90305	BP	nucleic acid phosphodiester bond hydrolysis		
1276135		KID65047.1	16020	CC	membrane		
1276135		KID65047.1	42393	MF	histone binding		
1276135		KID65047.1	51568	BP	histone H3-K4 methylation		
1276135		KID65047.1	3676	MF	nucleic acid binding		
1276135		KID65049.1	5524	MF	ATP binding		
1276135		KID65049.1	55114	BP	oxidation-reduction process		
1276135		KID65049.1	16021	CC	integral component of membrane		
1276135		KID65049.1	6468	BP	protein phosphorylation		
1276135		KID65049.1	16491	MF	oxidoreductase activity		
1276135		KID65049.1	4672	MF	protein kinase activity		
1276135		KID65052.1	16301	MF	kinase activity		
1276135		KID65052.1	16310	BP	phosphorylation		
1276135		KID65052.1	16773	MF	phosphotransferase activity		
1276135		KID65052.1	6464	BP	cellular protein modification process		
1276135		KID65052.1	5524	MF	ATP binding		
1276135		KID65052.1	6388	BP	tRNA splicing		
1276135		KID65052.1	140096	MF	catalytic activity		
1276135		KID65054.1	16021	CC	integral component of membrane		
1276135		KID65055.1	8496	MF	mannan endo-1		
1276135		KID65055.1	16052	BP	carbohydrate catabolic process		
1276135		KID65055.1	16021	CC	integral component of membrane		
1276135		KID65055.1	9272	BP	fungal-type cell wall biogenesis		
1276135		KID65056.1	16787	MF	hydrolase activity		
1276135		KID65057.1	6351	BP	transcription		
1276135		KID65057.1	8270	MF	zinc ion binding		
1276135		KID65057.1	5634	CC	nucleus		
1276135		KID65057.1	3677	MF	DNA binding		
1276135		KID65058.1	20037	MF	heme binding		
1276135		KID65058.1	16021	CC	integral component of membrane		
1276135		KID65058.1	55114	BP	oxidation-reduction process		
1276135		KID65058.1	6673	BP	inositol phosphoceramide metabolic process		
1276135		KID65058.1	46513	BP	ceramide biosynthetic process		
1276135		KID65058.1	46872	MF	metal ion binding		
1276135		KID65058.1	5789	CC	endoplasmic reticulum membrane		
1276135		KID65058.1	80132	MF	fatty acid alpha-hydroxylase activity		
1276135		KID65058.1	9703	MF	nitrate reductase (NADH) activity		
1276135		KID65058.1	6633	BP	fatty acid biosynthetic process		
1276135		KID65058.1	4128	MF	cytochrome-b5 reductase activity		
1276135		KID65058.1	5774	CC	vacuolar membrane		
1276135		KID65058.1	47063	MF	L-ascorbate-cytochrome-b5 reductase activity		
1276135		KID65058.1	4768	MF	stearoyl-CoA 9-desaturase activity		
1276135		KID65058.1	9507	CC	chloroplast		
1276135		KID65058.1	16627	MF	oxidoreductase activity		
1276135		KID65058.1	55035	CC	plastid thylakoid membrane		
1276135		KID65058.1	33559	BP	unsaturated fatty acid metabolic process		
1276135		KID65058.1	5515	MF	protein binding		
1276135		KID65058.1	50660	MF	flavin adenine dinucleotide binding		
1276135		KID65058.1	4674	MF	protein serine/threonine kinase activity		
1276135		KID65058.1	55085	BP	transmembrane transport		
1276135		KID65058.1	5829	CC	cytosol		
1276135		KID65058.1	5886	CC	plasma membrane		
1276135		KID65058.1	3774	MF	motor activity		
1276135		KID65058.1	16459	CC	myosin complex		
1276135		KID65058.1	16758	MF	transferase activity		
1276135		KID65058.1	5524	MF	ATP binding		
1276135		KID65058.1	19441	BP	tryptophan catabolic process to kynurenine		
1276135		KID65058.1	3676	MF	nucleic acid binding		
1276135		KID65058.1	6468	BP	protein phosphorylation		
1276135		KID65059.1	48037	MF	cofactor binding		
1276135		KID65059.1	16021	CC	integral component of membrane		
1276135		KID65059.1	55114	BP	oxidation-reduction process		
1276135		KID65059.1	16491	MF	oxidoreductase activity		
1276135		KID65060.1	16705	MF	oxidoreductase activity		
